OBJECTID,AREA,PERIMETER,DAMS500G_,DAMS500G_I,STATION,NAME,X_COORD,Y_COORD,TYPE,ALIAS,FEAT_ID,AREA_KM2,Shape_Length,Shape_Area
157,7.13413028e-05,0.0368870758,158,110045,C3R004Q01,Sout Pan,25.4560165,-26.6977806,NATURAL, ,0,7.13413009e-11,0.03688707826698,7.13413033449973e-05
158,0.000588891504,0.27275908,159,512,W5R003Q01,Morgenstond,30.5030422,-26.7335396,RESERVOIR, ,0,5.88891491e-10,0.272759094954141,0.000588891503082232
159,9.29200396e-05,0.0396403745,160,88, ,Witpoort394IP,26.5604439,-26.7200203,RESERVOIR, ,0,9.29200397e-11,0.0396403719740173,9.29200345425912e-05
160,8.66475602e-05,0.0374584086,161,110046,C3R005Q01,Koppiesyn Pan,25.4761639,-26.7252007,NATURAL, ,0,8.66475572e-11,0.0374584092178895,8.66475614297152e-05
161,4.81167008e-05,0.0440813303,162,110048,D4R001Q01,Katnael,20.0984344,-26.7312202,RESERVOIR,Leeubos,0,4.81167016e-11,0.0440813323834881,4.81167031218242e-05
162,0.000265163544,0.162562072,163,223,C2R002Q01,Klerksdorp,26.6050243,-26.8022709,RESERVOIR,Johan Neser,0,2.65163558e-10,0.162562074303162,0.000265163556270082
163,1.9978288e-06,0.0104954951,164,2, , ,27.6879234,-26.7606907,ISLAND, ,0,1.99782877e-12,0.0104954950373573,1.99782913436815e-06
164,1.80109055e-06,0.0073582842,165,3, , ,27.6937065,-26.7604694,ISLAND, ,0,1.80109053e-12,0.00735828349913785,1.80109045576394e-06
165,4.22470112e-06,0.0121115986,166,4, , ,27.7084007,-26.7631607,ISLAND, ,0,4.22470132e-12,0.0121115980209425,4.2247017342332e-06
166,2.414552e-06,0.0101969196,167,5, , ,27.7031364,-26.7633495,ISLAND, ,0,2.41455207e-12,0.0101969193251176,2.4145516707252e-06
167,7.39570969e-05,0.0404288769,168,90, ,Grootvlei,28.5259285,-26.7975807,RESERVOIR, ,0,7.39570974e-11,0.0404288770737794,7.39570949056202e-05
168,0.0251409356,5.23303318,169,1,C1R001Q01,Vaal,28.1378365,-26.8958206,RESERVOIR, ,0,2.51409347e-08,5.23303316354468,0.0251409359429186
169,0.00327178929,1.25019944,170,92,C1R002Q01,Grootdraai,29.3321438,-26.9302006,RESERVOIR, ,0,3.27178928e-09,1.25019937839894,0.00327178924330038
170,0.000118166987,0.0648488328,171,237, , ,28.1735249,-26.8658009,ISLAND, ,0,1.1816699e-10,0.0648488333828628,0.000118166992777447
171,6.98497752e-05,0.0431085676,172,550, ,KuZilonde,32.8695297,-26.8666897,NATURAL,Lake Zilondo,0,6.98497718e-11,0.043108566615805,6.98497784878403e-05
172,0.000634891971,0.269240528,173,547,W7R004Q01,Kosi Estuary,32.8634605,-26.90695,NATURAL,Makhawulani,0,6.34891972e-10,0.269240528987111,0.000634891984511399
173,1.54034678e-05,0.0188347194,174,548, , ,32.8663254,-26.90341,ISLAND, ,0,1.54034684e-11,0.0188347197219762,1.54034668710852e-05
174,2.09320206e-06,0.00595960906,175,831, , ,28.2297401,-26.9106808,ISLAND, ,0,2.09320213e-12,0.00595960887283264,2.09320236274169e-06
175,9.55957148e-07,0.00458321441,176,610, , ,29.4734383,-26.9224701,ISLAND, ,0,9.55957102e-13,0.00458321403945021,9.55957397819375e-07
176,1.9241179e-06,0.00759407599,177,609, , ,29.4710941,-26.9229107,ISLAND, ,0,1.92411798e-12,0.00759407552231925,1.92411865824338e-06
177,2.22355084e-06,0.00575343613,178,546, , ,32.8528786,-26.9325409,ISLAND, ,0,2.22355077e-12,0.0057534354711815,2.22355026450705e-06
178,9.70133442e-06,0.012686925,179,239, , ,28.3517094,-26.9398708,ISLAND, ,0,9.70133435e-12,0.0126869244382447,9.70133416841998e-06
179,3.94935851e-05,0.0258268751,180,238, , ,28.3386841,-26.9476509,ISLAND, ,0,3.94935855e-11,0.0258268755233521,3.94935829371918e-05
180,0.00283480994,0.223823071,181,544,W7R003Q01,KuHlange,32.8406601,-26.9844093,NATURAL,Nhlange,0,2.83480994e-09,0.223823068951717,0.00283480988391145
181,0.00488159433,1.1197865,182,513,W5R004Q01,Heyshope,30.5024662,-27.0254002,RESERVOIR, ,0,4.88159424e-09,1.11978650201948,0.0048815943141672
182,0.000141798679,0.0971123651,183,543, ,Amanzimnyama,32.8244858,-27.0292492,NATURAL, ,0,1.41798684e-10,0.0971123660957437,0.000141798683426091
183,0.000135619426,0.0555845909,184,542, ,KuShengeza,32.7812119,-27.0317192,NATURAL,Shengeza,0,1.35619432e-10,0.0555845927959915,0.000135619429172666
184,2.33823812e-07,0.00182851613,185,833, , ,28.3175983,-27.0872402,ISLAND, ,0,2.33823811e-13,0.00182851506862664,2.33823700974078e-07
185,2.10441794e-06,0.00551382126,186,832, , ,28.3132114,-27.0903206,ISLAND, ,0,2.10441799e-12,0.00551382109834445,2.10441837693832e-06
186,0.000188528473,0.183151767,187,94,C3R001Q01,Schweitzer Reneke,25.3478699,-27.1596909,RESERVOIR, ,0,1.88528471e-10,0.18315176993952,0.000188528472809559
187,0.00113984034,0.32815063,188,213,C7R001Q01,Koppies,27.6938972,-27.2289505,RESERVOIR, ,0,1.13984033e-09,0.328150630679248,0.001139840289266
188,7.31519103e-05,0.0421058722,189,515,C7R003Q01,Weltevrede,27.5749855,-27.2188206,RESERVOIR, ,0,7.31519081e-11,0.0421058716209969,7.31519093275465e-05
189,7.32354383e-05,0.0473224223,190,514,C7R002Q01,Roodepoort C,27.5225182,-27.2210808,RESERVOIR, ,0,7.32354385e-11,0.0473224226860329,7.32354356675199e-05
190,0.00546662323,1.2754029,191,204,W7R001Q01,Lake Sibayi,32.6895866,-27.3703308,NATURAL, ,0,5.46662315e-09,1.27540295025247,0.00546662307849618
191,0.0113392472,1.2861172,192,203,W4R001Q01,Pongolapoort,31.9496498,-27.3702106,RESERVOIR,Jozini,0,1.13392469e-08,1.2861172478672,0.0113392468674755
192,0.000450092921,0.109511107,193,110049,D4R002Q01,Abikwaput se Pan,20.1056404,-27.29599,NATURAL,Abikwasput se Pan,0,4.50092907e-10,0.109511116466414,0.000450092925586585
193,1.1504435e-06,0.00392214255,194,0, ,Pongolapoort,31.9306641,-27.3635597,ISLAND, ,0,1.15044346e-12,0.00392214217895923,1.15044341509959e-06
194,0.00108820235,0.351882815,195,516,V3R003Q01,Zaaihoek,30.0854149,-27.4270191,RESERVOIR, ,0,1.08820231e-09,0.351882808749677,0.00108820235928179
195,9.731522e-05,0.0759637728,196,110016,C3R006Q01,Taung,24.8555298,-27.5314903,RESERVOIR, ,0,9.73152184e-11,0.0759637729038977,9.73152165681597e-05
196,8.61202861e-05,0.0443778746,197,110062,W7R002Q01,Mgobezeleni,32.6580048,-27.5301094,NATURAL, ,0,8.61202845e-11,0.0443778763174464,8.61202876084152e-05
197,0.0186493415,2.77140284,198,95,C9R002Q01,Bloemhof,25.6506062,-27.6720695,RESERVOIR,Oppermansdrift,0,1.86493416e-08,2.77140278338212,0.0186493408140446
198,1.98931593e-06,0.00536375027,199,802, , ,25.85816,-27.6028004,ISLAND, ,0,1.98931583e-12,0.00536375075248201,1.98931611682157e-06
199,2.34605977e-07,0.00185303262,200,805, , ,25.8606472,-27.6035995,ISLAND, ,0,2.34605982e-13,0.00185303212912434,2.346058573845e-07
200,9.04510671e-08,0.00128197041,201,806, , ,25.8614292,-27.6039295,ISLAND, ,0,9.04510638e-14,0.00128197055953376,9.04511257231857e-08
201,1.69107807e-07,0.0015142645,202,808, , ,25.8635464,-27.6038799,ISLAND, ,0,1.6910781e-13,0.00151426487404287,1.69107895338552e-07
202,3.77418473e-07,0.0024777709,203,807, , ,25.8625336,-27.60429,ISLAND, ,0,3.77418474e-13,0.00247777130451078,3.77418497207359e-07
203,1.42714271e-07,0.0016149974,204,804, , ,25.8610153,-27.6047993,ISLAND, ,0,1.42714277e-13,0.00161499714323181,1.42714141132157e-07
204,2.30427577e-06,0.00918286294,205,803, , ,25.8604164,-27.6057701,ISLAND, ,0,2.30427569e-12,0.00918286394552969,2.30427559195305e-06
205,2.98385203e-07,0.00211796141,206,809, , ,25.8648129,-27.6053295,ISLAND, ,0,2.98385204e-13,0.00211796048608871,2.9838507908894e-07
206,7.43571945e-07,0.00347870495,207,810, , ,25.8668842,-27.6069603,ISLAND, ,0,7.43571925e-13,0.00347870532977171,7.43571959444839e-07
207,3.65713277e-07,0.00234311493,208,811, , ,25.8668385,-27.6082993,ISLAND, ,0,3.65713265e-13,0.0023431142866943,3.65713114954073e-07
208,6.85593477e-07,0.00343429158,209,813, , ,25.8640308,-27.6100006,ISLAND, ,0,6.85593455e-13,0.00343429205730147,6.85593036434297e-07
209,2.16685294e-07,0.00172913412,210,812, , ,25.866724,-27.6099796,ISLAND, ,0,2.16685299e-13,0.00172913496362124,2.16685332319898e-07
210,0.000222226576,0.0851767734,211,517, ,Bloemhoek,27.2809143,-27.6382599,RESERVOIR, ,0,2.2222657e-10,0.0851767723989303,0.000222226563280578
211,6.15083627e-06,0.0121211531,212,801, , ,25.9696293,-27.6317806,ISLAND, ,0,6.15083635e-12,0.0121211539278071,6.150837653342e-06
212,2.85922761e-06,0.00838077161,213,800, , ,25.9945889,-27.6407394,ISLAND, ,0,2.85922761e-12,0.00838077189617666,2.85922816384471e-06
213,2.8188424e-06,0.0119065493,214,799, , ,26.0061722,-27.6507702,ISLAND, ,0,2.81884238e-12,0.0119065493293498,2.81884224637634e-06
214,2.34201088e-05,0.0550675765,215,798, , ,26.0067692,-27.66922,ISLAND, ,0,2.34201096e-11,0.0550675750900133,2.34201098096933e-05
215,5.13664418e-07,0.00260397489,216,797, , ,26.0128593,-27.6718407,ISLAND, ,0,5.13664415e-13,0.00260397420483545,5.13664285442044e-07
216,8.76955892e-06,0.0222538803,217,795, , ,26.0104713,-27.6784096,ISLAND, ,0,8.76955886e-12,0.0222538808523627,8.76956101302455e-06
217,6.79350705e-07,0.00302188168,218,796, , ,26.0134563,-27.6773396,ISLAND, ,0,6.79350727e-13,0.00302188193660708,6.7935061670983e-07
218,1.51125396e-05,0.0280461442,219,794, , ,26.007843,-27.6929798,ISLAND, ,0,1.51125397e-11,0.0280461438415502,1.51125403459661e-05
219,1.1993352e-05,0.0129735814,220,814, , ,25.6425705,-27.6962509,ISLAND, ,0,1.19933516e-11,0.0129735803267813,1.19933520316597e-05
220,1.61464231e-06,0.00721554365,221,793, , ,26.0083218,-27.6986008,ISLAND, ,0,1.61464234e-12,0.00721554442626786,1.61464288687833e-06
221,9.94473958e-05,0.231728867,222,518,C6R002Q01,Serfontein,27.3052807,-27.7028103,RESERVOIR, ,0,9.94473948e-11,0.231728868390874,9.94473973958004e-05
222,2.38243028e-05,0.032206554,223,110110, ,Grootgewaagd,30.8028698,-27.7154808,RESERVOIR, ,0,2.38243036e-11,0.0322065514601909,2.38243014225568e-05
223,3.20055624e-05,0.0426255763,224,110108, ,Bloemveld,30.7506618,-27.7200108,RESERVOIR, ,0,3.20055614e-11,0.0426255781059,3.20055632989593e-05
224,5.73799844e-06,0.0121482294,225,110109, ,Reed Valley,30.7627563,-27.7166996,RESERVOIR, ,0,5.73799862e-12,0.012148227780485,5.73799799518893e-06
225,2.53019407e-05,0.0431232937,226,519,V3R002Q01,Amcor,29.9813538,-27.74086,RESERVOIR, ,0,2.53019411e-11,0.0431232916046773,2.53019405514307e-05
226,6.85322448e-07,0.00338192307,227,792, , ,26.036602,-27.7386608,ISLAND, ,0,6.85322459e-13,0.00338192353673397,6.85322497128486e-07
227,3.40416409e-06,0.00921202172,228,815, , ,25.7702961,-27.7920609,ISLAND, ,0,3.4041641e-12,0.00921202077357371,3.40416357229421e-06
228,1.05584695e-06,0.00375520345,229,816, , ,25.7684631,-27.7945995,ISLAND, ,0,1.05584692e-12,0.00375520398849281,1.05584744728448e-06
229,6.95039853e-06,0.0124962945,230,817, , ,25.7692261,-27.7973499,ISLAND, ,0,6.95039859e-12,0.0124962932899329,6.95039698072402e-06
230,6.7156634e-06,0.0120421108,231,818, , ,25.7733231,-27.8009396,ISLAND, ,0,6.71566362e-12,0.0120421115174167,6.71566332682157e-06
231,5.28043529e-07,0.00305964309,232,819, , ,25.776556,-27.8031197,ISLAND, ,0,5.28043538e-13,0.00305964386292216,5.28044035652338e-07
232,0.00030201042,0.129168928,233,226,W2R001Q01,Klipfontein,30.8093109,-27.8216591,RESERVOIR, ,0,3.02010417e-10,0.129168927588372,0.000302010438360807
233,0.0331263877,2.89921427,234,214,W3R002Q01,Lake St. Lucia,32.4781189,-28.0596504,NATURAL, ,0,3.3126387e-08,2.89921426975371,0.0331263877125486
234,2.7166061e-06,0.00984087959,235,0, ,Lake St Lucia,32.5053558,-27.9257298,ISLAND, ,0,2.71660602e-12,0.00984087888229478,2.71660616332697e-06
235,0.00187164906,0.625846982,236,205,V3R001Q01,Ntshingwayo,29.9132862,-27.9935608,RESERVOIR,Chelmsford,0,1.87164906e-09,0.625846979732188,0.00187164904100358
236,0.000182526783,0.0723592564,237,0, ,Lake St Lucia,32.4989204,-27.9530697,ISLAND, ,0,1.82526785e-10,0.072359258502872,0.000182526778150057
237,0.00317302812,0.499237835,238,96,C3R002Q01,Spitskop,24.5465641,-28.0916691,RESERVOIR, ,0,3.17302806e-09,0.499237848210782,0.00317302814457293
238,1.00422039e-06,0.00403919769,239,616, , ,29.8548965,-28.01157,ISLAND, ,0,1.00422036e-12,0.00403919791321895,1.00422061701573e-06
239,0.000210250582,0.0832386911,240,0, ,Lake St Lucia,32.4801712,-28.0242405,ISLAND, ,0,2.10250581e-10,0.0832386883228704,0.00021025057609313
240,7.22593904e-06,0.012480434,241,0, ,Lake St Lucia,32.5041771,-28.0506897,ISLAND, ,0,7.22593903e-12,0.0124804336259942,7.22593910094231e-06
241,0.000768873142,0.255059958,242,97,C9R001Q01,Vaalharts,24.9422359,-28.1129398,RESERVOIR, ,0,7.68873132e-10,0.25505995742801,0.000768873114207572
242,2.9959474e-05,0.035913296,243,110047,C8R001Q01,Menin,28.2748928,-28.08218,RESERVOIR, ,0,2.99594724e-11,0.0359132958870645,2.99594742046349e-05
243,0.000359198486,0.155767277,244,0, ,Lake St Lucia,32.451931,-28.1087208,ISLAND, ,0,3.59198477e-10,0.155767283195559,0.00035919849383622
244,0.000326373091,0.325603396,245,578,W3R001Q01,Hluhluwe,32.1575623,-28.1103497,RESERVOIR, ,0,3.26373095e-10,0.325603391102156,0.000326373079535807
245,5.68277392e-06,0.0123139592,246,0, ,Lake St Lucia,32.4369011,-28.1086407,ISLAND, ,0,5.68277413e-12,0.0123139595905357,5.68277389085581e-06
246,1.01097612e-06,0.0040749847,247,0, ,Lake St Lucia,32.4384918,-28.1095695,ISLAND, ,0,1.01097613e-12,0.00407498522533048,1.01097644987982e-06
247,7.60523108e-07,0.00338027254,248,0, ,Lake St Lucia,32.4379807,-28.1192398,ISLAND, ,0,7.60523101e-13,0.00338027285626686,7.60523369322449e-07
248,1.14945542e-05,0.0248684902,249,0, ,Lake St Lucia,32.444622,-28.1606693,ISLAND, ,0,1.14945536e-11,0.0248684907669461,1.14945540976345e-05
249,5.06282959e-07,0.00324133737,250,0, ,Lake St Lucia,32.4406395,-28.1668091,ISLAND, ,0,5.0628295e-13,0.00324133666916977,5.06282835315646e-07
250,0.000111281981,0.0724312291,251,520, ,Liebenbergsvlei,28.3103142,-28.1778603,NATURAL,Loch Lomond,0,1.11281977e-10,0.0724312268955515,0.000111281979444772
251,6.87438296e-06,0.0143005578,252,0, ,Lake St Lucia,32.4409332,-28.1714497,ISLAND, ,0,6.87438301e-12,0.0143005577669477,6.87438224422439e-06
252,4.45522892e-06,0.0108880084,253,0, ,Lake St Lucia,32.4404449,-28.1794109,ISLAND, ,0,4.45522872e-12,0.0108880087692318,4.45522868618147e-06
253,0.000400083867,0.286609173,254,521,C8R004Q01,Saulspoort,28.3686676,-28.2210102,RESERVOIR, ,0,4.00083855e-10,0.286609180062365,0.000400083867343104
254,2.31841477e-06,0.00616495218,255,0, ,Lake St Lucia,32.4411659,-28.231039,ISLAND, ,0,2.31841477e-12,0.00616495197691608,2.31841485197065e-06
255,4.07267398e-05,0.035085544,256,0, ,Lake St Lucia,32.4495239,-28.2353897,ISLAND, ,0,4.07267414e-11,0.0350855422685047,4.07267404413131e-05
256,6.8294321e-06,0.0146997906,257,0, ,Lake St Lucia,32.4605217,-28.2418594,ISLAND, ,0,6.82943199e-12,0.0146997904234286,6.82943253620559e-06
257,4.75185516e-07,0.00259373896,258,0, ,Lake St Lucia,32.4584351,-28.2403107,ISLAND, ,0,4.75185538e-13,0.00259373953284591,4.75185571347248e-07
258,1.03653292e-07,0.00123255944,259,0, ,Lake St Lucia,32.4576149,-28.2406197,ISLAND, ,0,1.03653292e-13,0.00123255965239333,1.0365346560092e-07
259,7.20985554e-07,0.00346868625,260,0, ,Lake St Lucia,32.4569244,-28.2414494,ISLAND, ,0,7.20985554e-13,0.00346868694612812,7.20985687075938e-07
260,3.68003384e-07,0.00267023756,261,0, ,Lake St Lucia,32.4549408,-28.2429008,ISLAND, ,0,3.68003371e-13,0.00267023766759358,3.68003115051616e-07
261,4.07419066e-06,0.00905979797,262,0, ,Lake St Lucia,32.4645462,-28.2443504,ISLAND, ,0,4.07419064e-12,0.0090597978294078,4.07419030232717e-06
262,9.58716555e-08,0.00112992548,263,0, ,Lake St Lucia,32.4589157,-28.2454109,ISLAND, ,0,9.58716545e-14,0.00112992459984373,9.58715192013773e-08
263,3.44880391e-08,0.000692013127,264,0, ,Lake St Lucia,32.4615326,-28.2458801,ISLAND, ,0,3.44880374e-14,0.000692013226575478,3.44880851079249e-08
264,7.82420102e-08,0.00102197926,265,0, ,Lake St Lucia,32.458889,-28.2461205,ISLAND, ,0,7.82420122e-14,0.00102197950959535,7.82420524659847e-08
265,0.000168820159,0.0725908056,266,522,C8R005Q01,Loch Athlone,28.310873,-28.2605591,RESERVOIR, ,0,1.68820152e-10,0.0725908061977053,0.000168820158144938
266,5.48997741e-05,0.0587554052,267,0, ,Lake St Lucia,32.4271851,-28.2588291,ISLAND, ,0,5.48997757e-11,0.0587554048875303,5.48997736567823e-05
267,2.10693543e-07,0.00171898573,268,0, ,Lake St Lucia,32.417572,-28.2517891,ISLAND, ,0,2.10693537e-13,0.00171898531353279,2.1069362244151e-07
268,1.01468322e-06,0.0037388471,269,0, ,Lake St Lucia,32.417984,-28.2530899,ISLAND, ,0,1.01468324e-12,0.00373884718011965,1.01468326305326e-06
269,6.78446668e-08,0.000955573225,270,0, ,Lake St Lucia,32.418438,-28.2538795,ISLAND, ,0,6.78446692e-14,0.000955572190116064,6.78446516880271e-08
270,0.000159159623,0.0771046579,271,0, ,Lake St Lucia,32.4131393,-28.2723808,ISLAND, ,0,1.59159616e-10,0.0771046580831756,0.00015915961502975
271,2.6881753e-07,0.0019016607,272,0, ,Lake St Lucia,32.4195404,-28.2559795,ISLAND, ,0,2.6881752e-13,0.00190166139972543,2.68817706242516e-07
272,3.01141699e-05,0.0275685005,273,0, ,Lake St Lucia,32.4128418,-28.2632103,ISLAND, ,0,3.01141716e-11,0.0275685019979373,3.01141716796087e-05
273,1.80054485e-07,0.00159529038,274,0, ,Lake St Lucia,32.4354019,-28.2605209,ISLAND, ,0,1.80054485e-13,0.00159529020599322,1.80054541873986e-07
274,3.93672963e-07,0.00231232191,275,0, ,Lake St Lucia,32.432106,-28.2606297,ISLAND, ,0,3.93672969e-13,0.00231232204316488,3.93673039786717e-07
275,5.26751319e-06,0.00890507177,276,0, ,Lake St Lucia,32.4234047,-28.26227,ISLAND, ,0,5.26751299e-12,0.00890507253301421,5.26751360569125e-06
276,4.62427124e-07,0.00257903407,277,0, ,Lake St Lucia,32.4169884,-28.26334,ISLAND, ,0,4.62427134e-13,0.00257903442177476,4.62427173422599e-07
277,3.64318112e-07,0.00257427851,278,0, ,Lake St Lucia,32.4381752,-28.2636604,ISLAND, ,0,3.64318113e-13,0.00257427982552643,3.64318365632766e-07
278,0.00263524125,0.790548086,279,98,C4R001Q01,Allemanskraal,27.2076283,-28.2973995,RESERVOIR, ,0,2.63524136e-09,0.790548096706023,0.00263524135511942
279,3.34114884e-05,0.0459322631,280,523,C8R006Q01,Gerrands,28.286047,-28.2772503,RESERVOIR, ,0,3.34114889e-11,0.045932260992758,3.3411488450819e-05
280,5.66171366e-07,0.00288931862,281,615, , ,27.1494865,-28.2859898,ISLAND, ,0,5.6617135e-13,0.00288931810341897,5.66171337729087e-07
281,8.36662912e-06,0.0147398077,282,613, , ,27.1604252,-28.2965298,ISLAND, ,0,8.36662944e-12,0.0147398060560703,8.36662927877479e-06
282,5.69530675e-06,0.0100943418,283,614, , ,27.1556149,-28.2972603,ISLAND, ,0,5.69530664e-12,0.0100943421816733,5.69530694567909e-06
283,4.83177064e-06,0.00956067536,284,612, , ,27.1627312,-28.3011494,ISLAND, ,0,4.83177083e-12,0.00956067530815814,4.83177097637786e-06
284,2.62916728e-07,0.00186099834,285,611, , ,27.2193985,-28.3066807,ISLAND, ,0,2.62916723e-13,0.00186099848920805,2.62916741420131e-07
285,0.00607735338,0.963138998,286,304,C8R003Q01,Sterkfontein,29.0163002,-28.4271793,RESERVOIR, ,0,6.07735329e-09,0.963139004059821,0.00607735335836307
286,0.00298760086,1.09594774,287,305,C4R002Q01,Erfenis,26.8361282,-28.5509701,RESERVOIR, ,0,2.98760083e-09,1.09594770580985,0.00298760090516818
287,0.000179382478,0.14862591,288,572,C8R007Q01,Driekloof,29.0649929,-28.5194092,RESERVOIR, ,0,1.79382481e-10,0.148625902371976,0.000179382485634202
288,0.000182593518,0.0940519422,289,220,V1R004Q01,Kilburn,29.0978165,-28.5896492,RESERVOIR, ,0,1.82593524e-10,0.0940519403862869,0.000182593509103943
289,9.54936331e-06,0.0125156529,290,110101,V1H036Q01,Jagers Rust,29.1171532,-28.5994396,RESERVOIR, ,0,9.54936304e-12,0.0125156551273317,9.5493656528687e-06
290,0.000348708563,0.0749725029,291,307, ,Nhlabane,32.2710266,-28.6086597,NATURAL, ,0,3.48708562e-10,0.074972501710236,0.000348708560739183
291,0.00260598655,0.932095766,292,215,V1R003Q01,Woodstock,29.20821,-28.7218094,RESERVOIR, ,0,2.60598654e-09,0.932095761476349,0.0026059864958066
292,0.00138798635,0.538870454,293,216,V1R001Q01,Spioenkop,29.4940109,-28.6896,RESERVOIR, ,0,1.38798639e-09,0.538870462431679,0.00138798637264277
293,0.000867868483,0.191605821,294,306,W1R004Q01,Lake Msingazi,32.0988503,-28.7585106,NATURAL, ,0,8.67868499e-10,0.191605824824487,0.000867868483138756
294,0.000239509987,0.0687754974,295,110061,W1R003Q01,Nsezi,31.9740772,-28.7472496,NATURAL,Nsezi-Nseleni Wetland,0,2.39509995e-10,0.0687754972695004,0.000239509985201745
295,0.00100572291,0.445136398,296,524,W1R001Q01,Goedertrou,31.4379215,-28.7681808,RESERVOIR,Goedertrouw,0,1.00572295e-09,0.445136414080132,0.00100572288161765
296,0.000221220398,0.221843362,297,221,V1R002Q01,Driel Barrage,29.2983837,-28.7717609,RESERVOIR,Driel,0,2.21220403e-10,0.221843365240208,0.000221220396568796
297,1.61738717e-06,0.00528500089,298,712, , ,29.2951241,-28.7671604,ISLAND, ,0,1.61738721e-12,0.00528500143560615,1.61738714034456e-06
298,1.89122147e-06,0.00646669604,299,726, , ,29.2663765,-28.7734699,ISLAND, ,0,1.89122155e-12,0.00646669625929687,1.89122178810436e-06
299,0.00125909515,0.200943232,300,308, ,Richards Bay,32.0657349,-28.7968197,NATURAL, ,0,1.25909516e-09,0.200943237816992,0.00125909519650918
300,0.00105968607,0.178524777,301,309, ,Mhlatuze Lagoon,32.0246315,-28.8337193,NATURAL,Sanctuary,0,1.05968612e-09,0.178524777144826,0.00105968603878601
301,0.00152929372,0.661346853,302,101,C5R004Q01,Krugersdrift,26.0034275,-28.8687305,RESERVOIR,Krugersdrif,0,1.52929369e-09,0.661346871397266,0.0015292937138185
302,0.000400256657,0.117783502,303,310, ,Lake Cubhu,31.965786,-28.8399506,NATURAL, ,0,4.00256661e-10,0.11778349900313,0.000400256671986382
303,2.75770344e-05,0.0454906337,304,110069,W1R002Q01,Phobane Lake,31.4481792,-28.8700409,RESERVOIR,Eshowe,0,2.75770344e-11,0.0454906324708804,2.75770346671043e-05
304,1.15955172e-05,0.0224286839,305,110095,W1H004Q01,Eshowe,31.4556408,-28.8717499,RESERVOIR,Eshowe Gauging Weir,0,1.15955171e-11,0.022428682838344,1.1595517457068e-05
305,0.000112044829,0.171907246,306,552,C9R003Q01,Douglas,23.8697395,-29.0346508,RESERVOIR, ,0,1.12044832e-10,0.17190724047266,0.000112044829018357
306,4.17429619e-05,0.141246572,307,110083,C5R006Q01,Masels Poort,26.4080162,-29.0284595,RESERVOIR,Maselspoort,0,4.17429633e-11,0.141246576251286,4.17429700488547e-05
307,0.000475321343,0.23656337,308,104,V7R001Q01,Wagendrift,29.8327503,-29.0543709,RESERVOIR, ,0,4.75321338e-10,0.236563371747702,0.000475321343604754
308,0.00579385087,1.54906762,309,1,D1R002Q01,Katse,28.4905376,-29.3282509,RESERVOIR, ,0,5.79385073e-09,1.54906757810279,0.00579385098377588
309,0.000170715153,0.156335816,310,0,D7R001Q01,Boegoeberg,22.2110271,-29.0627708,RESERVOIR, ,0,1.7071515e-10,0.156335810777555,0.000170715147054927
310,0.000140160511,0.234173015,311,110027,C5R007Q01,Mockes,26.4640255,-29.0583992,RESERVOIR,Mockes,0,1.40160508e-10,0.234173019272794,0.000140160517266055
311,5.82753273e-07,0.00362469233,312,110027,C5R007Q01,Mockes,26.4725132,-29.0732994,RESERVOIR,Mockes,0,5.82753247e-13,0.00362469166193877,5.82753145206358e-07
312,0.00020259447,0.115789346,313,198,V2R001Q01,Craigie Burn,30.2936649,-29.1675491,RESERVOIR, ,0,2.02594469e-10,0.115789350486301,0.000202594463683473
313,2.92229452e-05,0.0496725142,314,110099, ,Tweespruit 90,27.0579739,-29.1974201,RESERVOIR, ,0,2.92229435e-11,0.0496725127402231,2.9222945058936e-05
314,0.000180276795,0.129733369,315,217, ,Newbury,27.225893,-29.2323895,RESERVOIR, ,0,1.80276793e-10,0.129733368429569,0.000180276797065145
315,0.000107460131,0.0800206885,316,105, ,Lovedale,27.0781689,-29.2370205,RESERVOIR, ,0,1.07460131e-10,0.0800206902273062,0.000107460129074778
316,0.00100507808,0.461061209,317,199,C5R003Q01,Rustfontein,26.6292858,-29.2968693,RESERVOIR, ,0,1.00507813e-09,0.461061210152995,0.00100507813466678
317,0.000223673327,0.0989349931,318,576,C5R005Q01,Groothoek,26.865694,-29.2970409,RESERVOIR, ,0,2.2367333e-10,0.0989349930937171,0.000223673330585229
318,0.000335236138,0.131709903,319,106,D2R002Q01,Armenia,27.1304436,-29.3476791,RESERVOIR, ,0,3.35236144e-10,0.131709901840585,0.000335236131841322
319,0.000524518429,0.134594589,320,107,C5R001Q01,Tierpoort,26.1501865,-29.4106102,RESERVOIR, ,0,5.24518429e-10,0.134594591443305,0.000524518424888255
320,0.000350831804,0.118203923,321,201,D5R001Q01,Rooiberg,21.209013,-29.4128494,RESERVOIR,Rooidam,0,3.50831808e-10,0.118203913684908,0.00035083180535394
321,0.00217742426,0.355689615,322,110,U2R003Q01,Albert Falls,30.4052544,-29.4424,RESERVOIR, ,0,2.17742424e-09,0.355689621607483,0.00217742416640695
322,0.00420252467,0.911032677,323,108,C5R002Q01,Kalkfontein,25.2580719,-29.5239601,RESERVOIR, ,0,4.20252455e-09,0.911032658710456,0.00420252478688632
323,1.96346809e-06,0.00527098216,324,607, , ,25.2328911,-29.4603291,ISLAND, ,0,1.96346802e-12,0.00527098278354426,1.96346840482077e-06
